Admin Status,VPN Access ID,Alive,Site Id,Nickname,Site Name,Region,Product,Bandwidth
1051,2090,Up,80228428,1712,BILLINGSTAD DAGLIGVARER AS - 7080001427085 Joker Billingstad ÅSTADVEIEN 1 1396 BILLINGSTAD 1396 BILLINGSTAD,ASKER,NC MANAGED VPN ACCESS,100000
1052,2091,Up,80227937,24083,NG KIWI INNLAND AS - 7080000643004 Kiwi 018 Flisa IDRETTSVEGEN 3 2270 FLISA 2270 FLISA,ÅSNES,NC MANAGED VPN ACCESS,100000
1053,2092,Up,80230331,5014,FJELLSTRAND NÆRBUTIKK AS - 7080001166526 Joker Fjellstrand FJELLSTRANDVEIEN 1 1458 FJELLSTRAND 1458 FJELLSTRAND,NESODDEN,NC MANAGED VPN ACCESS,100000
1054,2093,Up,80228513,15582,NG KIWI MIDT-NORGE AS - 7080001361259 Kiwi 136 Nyrud NYRUDVEGEN 4 8657 MOSJØEN 8657 MOSJØEN,VEFSN,NC MANAGED VPN ACCESS,100000
1055,2094,Up,80228463,1043,SKILLEBEKK MAT DA - 7080001211134 Joker Skillebekk DRAMMENSVEIEN 62 0271 OSLO 0271 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1056,2095,Up,80227460,597,TH MIDTTUN AS - 7080000016822 Joker Haugsvik HAUGSVIKVEGEN 33 5713 VOSSESTRAND 5713 VOSSESTRAND,VOSS,NC MANAGED VPN ACCESS,100000
1057,2096,Up,80228491,1182,MATHUSET FROGNER AS - 7080001295943 Kiwi 451 Frogner Skien HÅVUNDVEGEN 112 3715 SKIEN 3715 SKIEN,SKIEN,NC MANAGED VPN ACCESS,100000
1058,2097,Up,80228490,1921,UTFARTEN MAT HAMAR AS - 7080000531493 Kiwi 240 Utfarten Hamar KARLSVOGNEN 2 2315 HAMAR 2315 HAMAR,HAMAR,NC MANAGED VPN ACCESS,100000
1059,2098,Up,80228486,6220,SVELVIK NÆRMAT AS - 7080004035324 Joker Svelvik SOLHELLINGA 37 3060 SVELVIK 3060 SVELVIK,DRAMMEN,NC MANAGED VPN ACCESS,100000
1060,2099,Up,80228418,23824,NG KIWI NORD AS - 7080001464301 Kiwi 171 Isrenna STAKKEVOLLVEGEN 301 9019 TROMSØ 9019 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
1061,2100,Up,80227490,970,RENNEBU NEDRE HANDEL AS - 7080000027545 Joker Rennebu ORKDALSVEIEN 1393 7393 RENNEBU 7393 RENNEBU,RENNEBU,NC MANAGED VPN ACCESS,100000
1062,2101,Up,80227701,384,SEIMSTRAND DAGLEGVARE AS - 7080001428143 SPAR Seimstrand LUREVEGEN 88 5912 SEIM 5912 SEIM,ALVER,NC MANAGED VPN ACCESS,100000
1063,2102,Up,80228498,814,J H STERRI EFTF AS - 7080001016104 SPAR Hafslo HAFSLOVEGEN 169 6869 HAFSLO 6869 HAFSLO,LUSTER,NC MANAGED VPN ACCESS,100000
1064,2103,Up,80228443,1856,NG KIWI INNLAND AS - 7080001179793 Kiwi 059 Aurdal OSLOVEGEN 1229 2910 AURDAL 2910 AURDAL,NORD-AURDAL,NC MANAGED VPN ACCESS,100000
1065,2104,Up,80230379,110,NG KIWI ROGALAND AS - 7080001052355 Kiwi 630 Gard HAFRSFJORDGATA 11 5522 HAUGESUND 5522 HAUGESUND,HAUGESUND,NC MANAGED VPN ACCESS,100000
1066,2105,Up,80228509,4969,OSLOFJORDMAT AS - 7080001151126 Kiwi 485 Lillestrøm Stasjo STILLVERKSVEIEN 5 2004 LILLESTRØM 2004 LILLESTRØM,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1067,2106,Up,80228380,16122,STORCASH NORGE AS - 7080003136756 Storcash Råbekke STABBURVEIEN 18 1617 FREDRIKSTAD 1617 FREDRIKSTAD,FREDRIKSTAD,NC MANAGED VPN ACCESS,100000
1068,2107,Up,80233624,149,NG JOKER DRIFT AS - 7080001479312 Joker Tingvoll VÅGAVEGEN 153 6630 TINGVOLL 6630 TINGVOLL,TINGVOLL,NC MANAGED VPN ACCESS,100000
1069,2108,Up,80228536,13102,MEHAR 2 AS - 7080001301989 Joker Ellingsrudåsen HARALD SOHLBERGS VEI 1 1064 OSLO 1064 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1070,2109,Up,80228294,19682,HEIMDAL MATSENTER AS - 7080001389864 Nærbutikken Heimdalsgata HEIMDALSGATA 33A 0578 OSLO 0578 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1071,2110,Up,80228544,624,ROTH DAGLEGVARE AS - 7080001188733 SPAR Vartdal HAMNEVEGEN 3 6170 VARTDAL 6170 VARTDAL,ØRSTA,NC MANAGED VPN ACCESS,100000
1072,2111,Up,80228541,9600,NG KIWI NORD AS - 7080001257996 Kiwi 161 Hammerfest FINNMARKSVEIEN 54 9602 HAMMERFEST 9602 HAMMERFEST,HAMMERFEST,NC MANAGED VPN ACCESS,100000
1073,2112,Up,80228552,16242,NG KIWI NORD AS - 7080001372125 Kiwi 168 Medkila STRANDÅKEREN 15 9414 HARSTAD 9414 HARSTAD,HARSTAD,NC MANAGED VPN ACCESS,100000
1074,2113,Up,80228586,18623,NG KIWI OSLO AKERSHUS AS - 7080001401054 Kiwi 294 Slynga SLYNGA 2 2005 RÆLINGEN 2005 RÆLINGEN,RÆLINGEN,NC MANAGED VPN ACCESS,100000
1075,2114,Up,80228595,15623,BØ LAVPRIS AS - 7080000027040 SPAR Bø i Vesterålen BØVEIEN 508 8470 BØ I VESTERÅLEN 8470 BØ I VESTERÅLEN,BØ,NC MANAGED VPN ACCESS,100000
1076,2115,Up,80227421,224,SANDNESBUTIKKEN AS - 7080001263171 Nærbutikken Sandnes AUSTFJORDVEGEN 2750 5981 MASFJORDNES 5981 MASFJORDNES,MASFJORDEN,NC MANAGED VPN ACCESS,100000
1077,2116,Up,80228587,951,VEST-TORPA DAGLIGVARE KÅRE STADSVOLL - 7080000026777 Joker Vest-Torpa VEST-TORPRUNDEN 228 2870 DOKKA 2870 DOKKA,NORDRE LAND,NC MANAGED VPN ACCESS,100000
1078,2117,Up,80226542,nan,NORGESGRUPPEN DATA AS - 7080000082384 BEDRIFTSVEIEN 9 0950 OSLO 0950 OSLO,OSLO,NC MANAGED VPN ACCESS,9800000
1079,2118,Up,80226481,23870,ASTAM MAT AS - 70800004088016 JOKER GANGSTUVE GANGSTUVEIEN 19 0952 OSLO 0952 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1080,2119,Up,80227121,01907,NG KIWI AGDER AS - 7080000960699Kiwi 712 Tangva MARIE FØREIDS VEI 4 4640 SØGNE 4640 SØGNE,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
1081,2120,Up,80228610,997,NG KIWI OSLO AKERSHUS AS - 7080000935666 Kiwi 406 Trollåsen TROLLÅSVEIEN 25 1414 TROLLÅSEN 1414 TROLLÅSEN,NORDRE FOLLO,NC MANAGED VPN ACCESS,100000
1082,2121,Up,80230228,21443,NG KIWI INNLAND AS - 7080001428396 KIWI 081 Furnesvegen MØRKVEDVEGEN 2A 2388 BRUMUNDDAL 2388 BRUMUNDDAL,RINGSAKER,NC MANAGED VPN ACCESS,100000
1083,2122,Up,80230221,5580,NG KIWI MIDT-NORGE AS - 7080001201913 Kiwi 115 Mindes Hus VÆRNESGATA 11 7503 STJØRDAL 7503 STJØRDAL,STJØRDAL,NC MANAGED VPN ACCESS,100000
1084,2123,Up,80228629,04441,NG MENY BUSKERUD AS - 7080001085186 Meny Gulskogen GULDLISTEN 35 3048 DRAMMEN 3048 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,100000
1085,2124,Up,80228349,4883,NG KIWI MIDT-NORGE AS - 7080001227197 Kiwi 121 Namsos SANDGATA 4 7800 NAMSOS 7800 NAMSOS,NAMSOS,NC MANAGED VPN ACCESS,100000
1086,2125,Up,80227051,1965,NG KIWI VEST AS - 7080001225544 Kiwi 872 Skulestadmo FITJAVEGEN 5 5710 SKULESTADMO 5710 SKULESTADMO,VOSS,NC MANAGED VPN ACCESS,100000
1087,2126,Up,80228496,666,RØSSVOLL MAT UNDIS M PEDERSEN - 7080000018093 Joker Røssvoll SALTFJELLVEIEN 430 8615 SKONSENG 8615 SKONSENG,RANA,NC MANAGED VPN ACCESS,100000
1088,2127,Up,80228668,21863,NG KIWI OSLO AKERSHUS AS - 7080001433062 Kiwi 299 Bondi RØYKENVEIEN 142A 1386 ASKER 1386 ASKER,ASKER,NC MANAGED VPN ACCESS,100000
1089,2128,Up,80227050,4978,NG KIWI VEST AS - 7080000546336 Kiwi 811 Palmafossen TJUKKEBYGDVEGEN 16 5706 VOSS 5706 VOSS,VOSS,NC MANAGED VPN ACCESS,100000
1090,2129,Up,80228467,545,NG KIWI OSLO AKERSHUS AS - 7080001163310 Kiwi 545 Tøyen KOLSTADGATA 18 0652 OSLO 0652 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1091,2130,Up,80228539,10720,NG SPAR ROMSDAL OG NORDMØRE AS - 7080001278137 EUROSPAR Molde FRÆNAVEGEN 16 6415 MOLDE 6415 MOLDE,MOLDE,NC MANAGED VPN ACCESS,100000
1092,2131,Up,80230507,1191,MESNALIA MAT AS - 7080001420567 Joker Mesnali GRUVA 1 2610 MESNALI 2610 MESNALI,RINGSAKER,NC MANAGED VPN ACCESS,100000
1093,2132,Up,80228470,8480,MA-JO AS - 7080001266882 Joker Matrix SELJESTADVEIEN 11 9406 HARSTAD 9406 HARSTAD,HARSTAD,NC MANAGED VPN ACCESS,100000
1094,2133,Up,80228353,4299,NG KIWI MIDT-NORGE AS - 7080001245030 Kiwi 125 Frøya RÅDHUSGATA 12 7260 SISTRANDA 7260 SISTRANDA,FRØYA,NC MANAGED VPN ACCESS,100000
1095,2134,Up,80228687,13183,NG KIWI OSLO AKERSHUS AS - 7080001293796 Kiwi 315 Kværnerbyen TURBINVEIEN 4B 0195 OSLO 0195 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1096,2135,Up,80227048,9780,STORAAS MAT AS - 7080003391759 SPAR Norheimsund GAMLE DALAVEGEN 3 5600 NORHEIMSUND 5600 NORHEIMSUND,KVAM,NC MANAGED VPN ACCESS,100000
1097,2136,Up,80228630,653,W DRAGESET AS - 7080000017836 Joker Loen LODALSVEGEN 9 6789 LOEN 6789 LOEN,STRYN,NC MANAGED VPN ACCESS,100000
1098,2137,Up,80228730,18102,ILEVOLLEN DAGLIGVARE AS - 7080003827937 Joker Ilevollen ILEVOLLEN 2 7018 TRONDHEIM 7018 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1099,2138,Up,80228484,19103,NG KIWI OSLO AKERSHUS AS - 7080001408886 Kiwi 276 Ulven ULVENVEIEN 84B 0581 OSLO 0581 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1100,2139,Up,80228664,1161,HOLTET MATSENTER AS - 7080001102135 Joker Holtet MARIENLUNDVEIEN 3A 1178 OSLO 1178 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1101,2140,Up,80228766,8880,NG KIWI OSLO AKERSHUS AS - 7080001252946 Kiwi 583 Jordal ROLF HOFMOS GATE 1 0655 OSLO 0655 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1102,2141,Up,80228656,2036,NG SPAR VEST AS - 7080003294531 EUROSPAR Isdalstø LINDÅSVEGEN 145 5916 ISDALSTØ 5916 ISDALSTØ,ALVER,NC MANAGED VPN ACCESS,100000
1103,2142,Up,80228459,3133,PP COLONIAL AS - 7080001414986 SPAR PP Senteret VESTREGATA 21 3919 PORSGRUNN 3919 PORSGRUNN,PORSGRUNN,NC MANAGED VPN ACCESS,100000
1104,2143,Up,80228477,23963,HEFRA DAGLIGVARE OG KAFE AS - 7080004096998 Joker Utskarpen NESNAVEIEN 1400 8725 UTSKARPEN 8725 UTSKARPEN,RANA,NC MANAGED VPN ACCESS,200000
1105,2144,Up,80227049,14523,NORE FUSA AS - 7080003568601 Nærbutikken Holmefjord HOLSUNDVEGEN 79 5642 HOLMEFJORD 5642 HOLMEFJORD,BJØRNAFJORDEN,NC MANAGED VPN ACCESS,100000
1106,2145,Up,80227284,773,TØRDAL DAGLIGVARE AS - 7080001410124 Joker Tørdal TØRDALSVEIEN 1906 3753 TØRDAL 3753 TØRDAL,DRANGEDAL,NC MANAGED VPN ACCESS,100000
1107,2146,Up,80227700,12245,NG KIWI ROGALAND AS - 7080003483584 Kiwi 690 Mosterhamn MOSTRAVEGEN 548 5440 MOSTERHAMN 5440 MOSTERHAMN,BØMLO,NC MANAGED VPN ACCESS,100000
1108,2147,Up,80227114,1527,ØYLAND MAT AS - 7080001423827 Joker Flatdal FLATDALSVEGEN 1061A 3841 FLATDAL 3841 FLATDAL,SELJORD,NC MANAGED VPN ACCESS,100000
1109,2148,Up,80227997,1216,SANDVOLL MAT AS - 7080001034481 SPAR Valen EPLEHAGEN 3 5451 VALEN 5451 VALEN,KVINNHERAD,NC MANAGED VPN ACCESS,100000
1110,2149,Up,80228344,748,VASETSENTERET AS - 7080000993857 Joker Vaset PANORAMAVEGEN 901 2960 RØN 2960 RØN,VESTRE SLIDRE,NC MANAGED VPN ACCESS,100000
1111,2150,Up,80228665,4613,NG KIWI MIDT-NORGE AS - 7080001104351 Kiwi 106 Ytteren GAMMELVEIEN 13 8614 MO I RANA 8614 MO I RANA,RANA,NC MANAGED VPN ACCESS,100000
1112,2151,up,80225645,nan,ASKO AGDER AS - 7080000081844 VESTRE KYSTVEI 191 4790 LILLESAND 4790 LILLESAND,LILLESAND,NC MANAGED VPN ACCESS,100000
1113,2152,Up,80228773,2128,MØLLENBERG DAGLIGVARE AS - 7080001398576 Nærbutikken Møllenberg NEDRE MØLLENBERG GATE 17 7014 TRONDHEIM 7014 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1114,2153,Up,80228596,676,VÅGEHAMN LANDHANDEL AS - 7080001376659 Nærbutikken Vågehamn VESTBYGDVEGEN 1017 8412 VESTBYGD 8412 VESTBYGD,LØDINGEN,NC MANAGED VPN ACCESS,100000
1115,2154,Up,80228772,16682,NG KIWI OSLO AKERSHUS AS - 7080001375409 Kiwi 289 Slemdal FROGNERSETERVEIEN 27 0775 OSLO 0775 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1116,2155,Up,80228747,10320,LENTUS BUTIKKDRIFT AS - 7080001270414 Joker Dælenenggata DÆLENENGGATA 38C 0567 OSLO 0567 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1117,2156,Up,80228745,3674,LENTUS BUTIKKDRIFT AS - 7080001118341 Joker Nordberg CARL KJELSENS VEI 21B 0860 OSLO 0860 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1118,2157,Up,80228740,1401,NG KIWI BUSKERUD AS - 7080001112998 Kiwi 342 Solbergelva GAMLE RIKSVEI 98 3057 SOLBERGELVA 3057 SOLBERGELVA,DRAMMEN,NC MANAGED VPN ACCESS,100000
1119,2158,Up,80228787,4563,HAMBRO' S MAT AS - 7080001487232 Spar Lysaker Brygge LYSAKER BRYGGE 45 1366 LYSAKER 1366 LYSAKER,BÆRUM,NC MANAGED VPN ACCESS,100000
1120,2159,"Up, but backup is down",80228696,21804,BRÅRUD MATSENTER AS - 7080003960115 Joker Kongsvinger BOKFINKVEGEN 24 2209 KONGSVINGER 2209 KONGSVINGER,KONGSVINGER,NC MANAGED VPN ACCESS,100000
1121,2160,Up,80228626,13,LYDER BERNTSEN DAGLIGVARER AS - 7080001166809 Joker Stamsund J.M.JOHANSENS VEI 149 8340 STAMSUND 8340 STAMSUND,VESTVÅGØY,NC MANAGED VPN ACCESS,100000
1122,2161,Up,80228638,24763,ÅRØLIA HANDEL AS - 7080004139817 Joker Årølia ÅRØMYRAN 31E 6421 MOLDE 6421 MOLDE,MOLDE,NC MANAGED VPN ACCESS,100000
1123,2162,Up,80228865,64,HM EIDES MATSENTER AS - 7080001420277 Joker Eidsvik KLOSTERVEGEN 132 5455 HALSNØY KLOSTER 5455 HALSNØY KLOSTER,KVINNHERAD,NC MANAGED VPN ACCESS,100000
1124,2163,Up,80228688,20364,LANGVIK DAGLIGVARE AS - 7080000024513 Joker Langvik - Gml.Fredri ANTON ROSINGS VEI 10 1637 GAMLE FREDRIKSTAD 1637 GAMLE FREDRIKSTAD,FREDRIKSTAD,NC MANAGED VPN ACCESS,100000
1125,2164,Up,80228627,10521,NG KIWI NORD AS - 7080003415561 Kiwi 158 Lykkentreff KJEMPENHØY 7 8400 SORTLAND 8400 SORTLAND,SORTLAND,NC MANAGED VPN ACCESS,100000
1126,2165,Up,80228803,1684,NG KIWI OSLO AKERSHUS AS - 7080000403288 Kiwi 382 Markveien MARKVEIEN 35B 0554 OSLO 0554 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1127,2166,Up,80228799,4829,EINA HANDELSSENTER AS - 7080000064441 Kiwi 252 Eina FJORDGATA 6 2843 EINA 2843 EINA,VESTRE TOTEN,NC MANAGED VPN ACCESS,100000
1128,2167,Up,80228575,4948,NG KIWI MIDT-NORGE AS - 7080001262211 Kiwi 129 Støren SVARTØYA 15B 7290 STØREN 7290 STØREN,MIDTRE GAULDAL,NC MANAGED VPN ACCESS,100000
1129,2168,Up,80228793,10860,NG KIWI ROGALAND AS - 7080003436320 Kiwi 649 Heiane GRØNEHAUGEN 2 5412 STORD 5412 STORD,STORD,NC MANAGED VPN ACCESS,100000
1130,2169,Up,80226494,nan,NORGESGRUPPEN DATA AS - 7080000082384 DELIVEIEN 33 1540 VESTBY 1540 VESTBY,VESTBY,NC MANAGED VPN ACCESS,9800000
1131,2171,Up,80228469,7100,NG KIWI MIDT-NORGE AS - 7080001226954 Kiwi 120 Bjugn BJØRG BERGS VEI 2 7160 BJUGN 7160 BJUGN,ØRLAND,NC MANAGED VPN ACCESS,100000
1132,2172,Up,80228515,698,TORSKEN KOLONIAL DA - 7080000948826 Nærbutikken Torsken VÆRNESVEIEN 159 9381 TORSKEN 9381 TORSKEN,SENJA,NC MANAGED VPN ACCESS,100000
1133,2173,Up,80228468,1570,AUSTRHEIM HANDEL AS - 7080000232345 Joker Austrheim AUSTRHEIMSVEGEN 1226 5943 AUSTRHEIM 5943 AUSTRHEIM,AUSTRHEIM,NC MANAGED VPN ACCESS,100000
1134,2174,Up,80228886,318,NÆSHEIM OG CO INNEHAVER PEDER NÆSHEIM - 7080000009657 Joker Eidfjord EIDFJORDVEGEN 282 5783 EIDFJORD 5783 EIDFJORD,EIDFJORD,NC MANAGED VPN ACCESS,100000
1135,2175,Up,80228811,986,NG KIWI OSLO AKERSHUS AS - 7080000963263 Kiwi 355 W.M.Thranesgate WALDEMAR THRANES GATE 1A 0171 OSLO 0171 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1136,2176,Up,80228065,1064,VENJANESET MAT AS - 7080001235840 SPAR Fusa VENJANESVEGEN 136 5641 FUSA 5641 FUSA,BJØRNAFJORDEN,NC MANAGED VPN ACCESS,100000
1137,2177,Up,80228899,7140,NG SPAR VEST AS - 7080003294517 SPAR Mongstad MONGSTADVEGEN 1020 5954 MONGSTAD 5954 MONGSTAD,ALVER,NC MANAGED VPN ACCESS,100000
1138,2178,Up,80228854,2220,NG SPAR VEST AS - 7080001011116 SPAR Odda EITRHEIMSVEGEN 6 5750 ODDA 5750 ODDA,ULLENSVANG,NC MANAGED VPN ACCESS,100000
1139,2179,Up,80228047,13762,STAMNES HANDEL AS - 7080001312862 Joker Stamnes EIDSLANDSVEGEN 1045 5727 STAMNES 5727 STAMNES,VAKSDAL,NC MANAGED VPN ACCESS,100000
1140,2180,Up,80228401,4434,NG SPAR SØR AS - 7080001484071 Spar Blakstad NIDELVVEGEN 2 4820 FROLAND 4820 FROLAND,FROLAND,NC MANAGED VPN ACCESS,100000
1141,2181,"Up, but running on backup",80228932,11351,SAND DAGLIGVARE AS - 7080003589439 Sand Storkiosk og Dagligva SANDSVEIEN 3 3075 BERGER 3075 BERGER,DRAMMEN,NC MANAGED VPN ACCESS,100000
1142,2182,Up,80228891,21484,NG KIWI MIDT-NORGE AS - 7080001422042 Kiwi 139 Strinda INGVALD YSTGAARDS VEG 38 7047 TRONDHEIM 7047 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1143,2183,Up,80228829,3847,NG KIWI NORD AS - 7080001361266 Kiwi 166 Andslimoen INDUSTRIVEIEN 33 9325 BARDUFOSS 9325 BARDUFOSS,MÅLSELV,NC MANAGED VPN ACCESS,100000
1144,2184,Up,80228632,4585,STORCASH NORGE AS - 7080000082803 Tiller Storcash ØSTRE ROSTEN 104 7075 TILLER 7075 TILLER,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1145,2185,Up,80228929,11540,OSLOFJORDMAT AS - 7080003455567 Kiwi 461 Sandvika Kino CLAUDE MONETS ALLE 20 1338 SANDVIKA 1338 SANDVIKA,BÆRUM,NC MANAGED VPN ACCESS,100000
1146,2186,up,80223368,nan,ASKO OPPLAND AS - 7080000081769 ASKO OPPLAND MARKAVEGEN 20 2920 LEIRA I VALDRES 2920 LEIRA I VALDRES,NORD-AURDAL,NC MANAGED VPN ACCESS,100000
1147,2187,Up,80229086,15403,NG KIWI OSLO AKERSHUS AS - 7080001354282 Kiwi 400 Konowsgate KONOWS GATE 1A 0192 OSLO 0192 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1148,2188,Up,80228722,4557,NG KIWI MIDT-NORGE AS - 7080001097530 Kiwi 104 Moholt BRØSETVEGEN 186A 7050 TRONDHEIM 7050 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1149,2189,Up,80228556,17882,KILEN MAT AS - 7080001395766 Kiwi 281 Heimdalsvingen HEIMDALSVINGEN 3 3117 TØNSBERG 3117 TØNSBERG,TØNSBERG,NC MANAGED VPN ACCESS,100000
1150,2190,Up,80229084,16702,NG KIWI VESTFOLD TELEMARK AS - 7080001371913 Kiwi 568 Gimsøy LENSMANNSVEGEN 3 3730 SKIEN 3730 SKIEN,SKIEN,NC MANAGED VPN ACCESS,100000
1151,2191,Up,80227684,271,MATSERVICE AS - 7080000008389 Eurospar Storgt STORGATA 25 9008 TROMSØ 9008 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
1152,2192,Up,80228118,24563,NG KIWI BUSKERUD AS - 7080004134690 Kiwi Sølvparken GOMSRUDVEIEN 5 3612 KONGSBERG 3612 KONGSBERG,KONGSBERG,NC MANAGED VPN ACCESS,100000
1153,2193,Up,80228947,2313,NYE KJELSÅS DAGLIGVARE AS - 7080001283469 Joker Kjelsås KJELSÅSVEIEN 87 0491 OSLO 0491 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1154,2194,Up,80228883,1090,VESTKAPP HANDEL AS - 7080000032983 Joker Stadlandet VESTKAPPVEGEN 2986 6750 STADLANDET 6750 STADLANDET,STAD,NC MANAGED VPN ACCESS,100000
1155,2195,Up,80228838,5980,LENTUS BUTIKKDRIFT AS - 7080001210939 Joker Risteigen GAMLE DRAMMENSVEI 57 3612 KONGSBERG 3612 KONGSBERG,KONGSBERG,NC MANAGED VPN ACCESS,100000
1156,2196,Up,80228693,4624,VINGROM HANDEL AS - 7080001104726 Joker Vingrom PAUL A. OWRENS VEG 45A 2607 VINGROM 2607 VINGROM,LILLEHAMMER,NC MANAGED VPN ACCESS,100000
1157,2197,Up,80229107,2007,KORSSUND HANDEL AS - 7080000570768 Joker Korssund KORSSUNDVEGEN 317 6964 KORSSUND 6964 KORSSUND,FJALER,NC MANAGED VPN ACCESS,100000
1158,2198,Up,80228908,12482,LIRAS BUTIKK AS - 7080001297138 Nærbutikken Mørsvikbotn MØRSVIKVEIEN 20 8266 MØRSVIKBOTN 8266 MØRSVIKBOTN,SØRFOLD,NC MANAGED VPN ACCESS,100000
1159,2199,Up,80228715,15605,OPTIMAT AS - 7080001218799 Kiwi 184 Svolvær Sentrum SIVERT NILSENS GATE 31 8300 SVOLVÆR 8300 SVOLVÆR,VÅGAN,NC MANAGED VPN ACCESS,100000
1160,2200,Up,80230195,19223,K KNUTSEN AS - 7080000016730 SPAR Bjørkheim BJØRKHEIM 26 5652 ÅRLAND 5652 ÅRLAND,SAMNANGER,NC MANAGED VPN ACCESS,100000
1161,2201,Up,80225428,24024,NASJONALEN MAT AS - 7080004104969 NASJONALEN MAT HAAKON VIIS GATE 1 0161 OSLO 0161 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1162,2202,Up,80228731,4817,NG KIWI MIDT-NORGE AS - 7080001190590 Kiwi 113 Orkanger ORKDALSVEIEN 100 7300 ORKANGER 7300 ORKANGER,ORKLAND,NC MANAGED VPN ACCESS,100000
1163,2203,Up,80228376,350,ROLLAG HANDEL ERLING JUVELID - 7080000010875 Joker Rollag NESET 8 3626 ROLLAG 3626 ROLLAG,ROLLAG,NC MANAGED VPN ACCESS,100000
1164,2204,Up,80228898,8320,TYSSEDAL NÆRBUTIKK AS - 7080003321787 Nærbutikken Tyssedal TVEITAVEGEN 2F 5770 TYSSEDAL 5770 TYSSEDAL,ULLENSVANG,NC MANAGED VPN ACCESS,100000
1165,2205,Up,80228659,606,MUNDAL & VANGSNES AS - 7080001041939 Joker Fjærland FJÆRLANDSFJORDEN 272 6848 FJÆRLAND 6848 FJÆRLAND,SOGNDAL,NC MANAGED VPN ACCESS,100000
1166,2206,Up,80228963,1622,NG KIWI NORD AS - 7080000373253 Kiwi 163 Elvebakken ALTAVEIEN 252A 9515 ALTA 9515 ALTA,ALTA,NC MANAGED VPN ACCESS,100000
1167,2207,Up,80228704,7040,GRO MYRAN AS - 7080000061846 SPAR Oppdal TRANEVEGEN 2A 7340 OPPDAL 7340 OPPDAL,OPPDAL,NC MANAGED VPN ACCESS,100000
1168,2208,Up,80228657,3216,NG KIWI ØST AS - 7080001113339 Kiwi 352 Tigerplassen OSLOVEIEN 48 1534 MOSS 1534 MOSS,MOSS,NC MANAGED VPN ACCESS,100000
1169,2209,Up,80228965,3100,NG KIWI OSLO AKERSHUS AS - 7080000864850 Kiwi 367 Kjeller BREGNEVEIEN 2C 2007 KJELLER 2007 KJELLER,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1170,2210,Up,80227559,17383,BUTIKKDRIFT LANGESUND AS - 7080001387518 SPAR Skjærgården BANEÅSEN 55B 3970 LANGESUND 3970 LANGESUND,BAMBLE,NC MANAGED VPN ACCESS,100000
1171,2211,Up,80229025,372,NG KIWI AGDER AS - 7080001227777 Kiwi 733 Saltrød KYSTVEIEN 692 4815 SALTRØD 4815 SALTRØD,ARENDAL,NC MANAGED VPN ACCESS,100000
1172,2212,Up,80227617,100,FLÅTTEN SUPERMARKED AS - 7080000003679 MENY Flåtten DEICHMANSGATE 109 3924 PORSGRUNN 3924 PORSGRUNN,PORSGRUNN,NC MANAGED VPN ACCESS,100000
1173,2213,Up,80229015,984,MATSERVICE TOMASJORD AS - 7080000028009 EUROSPAR Tomasjord TOMASJORDNES 118 9024 TOMASJORD 9024 TOMASJORD,TROMSØ,NC MANAGED VPN ACCESS,100000
1174,2214,Up,80229030,5073,NG KIWI VEST AS - 7080000908707 Kiwi 860 Hermansverk RIVERDALEN 5 6863 LEIKANGER 6863 LEIKANGER,SOGNDAL,NC MANAGED VPN ACCESS,100000
1175,2215,Up,80229104,3289,NG KIWI OSLO AKERSHUS AS - 7080000991112 Kiwi 357 Grefsenveien GREFSENVEIEN 73 0487 OSLO 0487 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1176,2216,Up,80229070,4940,NG KIWI NORD AS - 7080001135454 Kiwi 152 Ankenes ANKENESVEIEN 2 8520 ANKENES 8520 ANKENES,NARVIK,NC MANAGED VPN ACCESS,100000
