Admin Status,VPN Access ID,Alive,Site Id,Nickname,Site Name,Region,Product,Bandwidth
1177,2217,Up,80229069,749,FILEFJELLSENTERET AS - 7080001200947 Joker Tyinkrysset TØRISVEGEN 2 2985 TYINKRYSSET 2985 TYINKRYSSET,VANG,NC MANAGED VPN ACCESS,100000
1178,2218,Up,80229068,10880,NG KIWI OSLO AKERSHUS AS - 7080003436702 Kiwi 588 Mortensrud HELGA VANEKS VEI 1E 1281 OSLO 1281 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1179,2219,Up,80229067,4566,OSLOFJORDMAT AS - 7080001098605 Kiwi 467 Lambertseter BERGKRYSTALLEN 2 1155 OSLO 1155 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1180,2220,Up,80229062,4876,NG KIWI ROMSDAL OG NORDMØRE AS - 7080001190262 Kiwi 941 Løkkemyra LØKKEMYRVEIEN 1 6517 KRISTIANSUND N 6517 KRISTIANSUND N,KRISTIANSUND,NC MANAGED VPN ACCESS,100000
1181,2221,Up,80229043,2264,EIDSNES DAGLIGVARER AS - 7080001294427 SPAR Eidsnes SOLAVÅGSEIDET 76 6037 EIDSNES 6037 EIDSNES,SULA,NC MANAGED VPN ACCESS,100000
1182,2222,Up,80229036,1529,NG SPAR VEST AS - 7080001195762 EUROSPAR Krokane NYBØVEGEN 36 6907 FLORØ 6907 FLORØ,KINN,NC MANAGED VPN ACCESS,100000
1183,2223,Up,80228962,11180,OSLOFJORDMAT AS - 7080003442963 Kiwi 475 Brobekk BROBEKKVEIEN 40 0598 OSLO 0598 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1184,2224,Up,80229034,938,NYKIRKE MAT AS - 7080001234348 SPAR Nykirke KOPSTADVEIEN 3 3180 NYKIRKE 3180 NYKIRKE,HORTEN,NC MANAGED VPN ACCESS,100000
1185,2225,Up,80229136,507,NG SPAR VEST AS - 7080001156626 SPAR Husnes SENTRUMSVEGEN 15 5460 HUSNES 5460 HUSNES,KVINNHERAD,NC MANAGED VPN ACCESS,100000
1186,2226,Up,80228993,04884,NG MENY ØSTLANDET AS - 7080001120832 Meny Triaden GAMLEVEIEN 88 1461 LØRENSKOG 1461 LØRENSKOG,LØRENSKOG,NC MANAGED VPN ACCESS,100000
1187,2227,Up,80228992,987,O.A. SKAAR AS - 7080001314286 Joker Grytøyra GRYTØYRA 105 6967 HELLEVIK I FJALER 6967 HELLEVIK I FJALER,FJALER,NC MANAGED VPN ACCESS,100000
1188,2228,Up,80228990,12463,NG KIWI ROMSDAL OG NORDMØRE AS - 7080003486097 Kiwi 943 Malmefjorden HOLAMYRA 1 6445 MALMEFJORDEN 6445 MALMEFJORDEN,HUSTADVIKA,NC MANAGED VPN ACCESS,100000
1189,2229,Up,80228980,15402,NG KIWI OSLO AKERSHUS AS - 7080001354497 Kiwi 502 Holmlia Sentervei ASPERUDVEIEN 69 1255 OSLO 1255 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1190,2230,Up,80229109,58,NORGESGRUPPEN SPAR MIDT-NORGE AS - 7080001077464 SPAR Brønnøysund SALHUSMARKA 2 8907 BRØNNØYSUND 8907 BRØNNØYSUND,BRØNNØY,NC MANAGED VPN ACCESS,100000
1191,2231,Down,80229087,4574,NG KIWI OSLO AKERSHUS AS - 7080001099473 Kiwi 402 Tonsenhagen RØDBERGVEIEN 16B 0591 OSLO 0591 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1192,2232,Up,80229132,420,SOLUND CENTER AS - 7080001086404 SPAR Solund STOREHAUGEN 2 6924 HARDBAKKE 6924 HARDBAKKE,SOLUND,NC MANAGED VPN ACCESS,100000
1193,2233,Up,80229130,4990,VÅGSTRANDA HANDELSLAG SA - 7080001220143 Nærbutikken Vågstranda BØMYRA 8 6387 VÅGSTRANDA 6387 VÅGSTRANDA,VESTNES,NC MANAGED VPN ACCESS,100000
1194,2234,Up,80229128,662,HELLEVIK HANDEL AS - 7080003512673 Nærbutikken Hellevik GJØLANGERVEGEN 885 6967 HELLEVIK I FJALER 6967 HELLEVIK I FJALER,FJALER,NC MANAGED VPN ACCESS,100000
1195,2235,Up,80229066,62,TELEMARKSPORTEN DAGLIGVARE AS - 7080000002726 MENY Telemarksporten PRESTEMOEN 6 3946 PORSGRUNN 3946 PORSGRUNN,PORSGRUNN,NC MANAGED VPN ACCESS,100000
1196,2236,Up,80229200,118,GLØTVOLD HANDEL AS - 7080000004058 Joker Drevsjø MOALIA 4 2443 DREVSJØ 2443 DREVSJØ,ENGERDAL,NC MANAGED VPN ACCESS,100000
1197,2237,Up,80229224,1070,RUSTAD ULLERN AS - 7080001455361 Joker Rustad Ullern OSTADALSVEIEN 75 0753 OSLO 0753 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1198,2238,Up,80229211,1904,KVIKK AS - 7080000508976 SPAR Meldal LØKKENVEIEN 9 7336 MELDAL 7336 MELDAL,ORKLAND,NC MANAGED VPN ACCESS,100000
1199,2239,Up,80229196,344,NG KIWI VEST AS - 7080001233952 Kiwi 879 Rolland ROLLANDSLIA 51 5115 ULSET 5115 ULSET,BERGEN,NC MANAGED VPN ACCESS,100000
1200,2240,Up,80229192,348,RISUM MAT AS - 7080000010806 Kiwi 445 Halden IDDEVEIEN 35 1769 HALDEN 1769 HALDEN,HALDEN,NC MANAGED VPN ACCESS,100000
1201,2241,Up,80229180,225,KYRKJEBØ DAGLEGVARER AS - 7080001251550 Joker Kyrkjebø FUREVEGEN 3 6995 KYRKJEBØ 6995 KYRKJEBØ,HØYANGER,NC MANAGED VPN ACCESS,100000
1202,2242,Up,80229179,656,KVAMMEN HANDEL AS - 7080001335175 Joker Kvammen KVAMMEN 52 6983 KVAMMEN 6983 KVAMMEN,ASKVOLL,NC MANAGED VPN ACCESS,100000
1203,2243,Up,80229233,2168,MAT PÅ LARSNES AS - 7080001175641 Joker Larsnes LARSNESVEGEN 67 6084 LARSNES 6084 LARSNES,SANDE,NC MANAGED VPN ACCESS,100000
1204,2244,"Up, but running on backup",80229221,9720,LENTUS BUTIKKDRIFT AS - 7080001404420 Joker Schous Plass THORVALD MEYERS GATE 87A 0550 OSLO 0550 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1205,2245,Up,80229222,868,HEGRA VARESENTER SA - 7080000023882 SPAR Hegra EINAR BERGS VEG 2C 7520 HEGRA 7520 HEGRA,STJØRDAL,NC MANAGED VPN ACCESS,100000
1206,2246,Up,80229223,4923,NG KIWI MIDT-NORGE AS - 7080001133702 Kiwi 109 Moan MOAFJÆRA 1B 7606 LEVANGER 7606 LEVANGER,LEVANGER,NC MANAGED VPN ACCESS,100000
1207,2247,Up,80229228,7201,NG KIWI ROGALAND AS - 7080001228453 Kiwi 604 Finnøy FINNØYVEGEN 509 4160 FINNØY 4160 FINNØY,STAVANGER,NC MANAGED VPN ACCESS,100000
1208,2248,Up,80229159,24783,NG KIWI ROGALAND AS - 7080004140820 Kiwi 655 LAGERVEIEN 9 4033 STAVANGER 4033 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
1209,2249,Up,80229404,2152,NG KIWI INNLAND AS - 7080000643011 Kiwi 019 Brandbu ORHAGAVEGEN 11 2760 BRANDBU 2760 BRANDBU,GRAN,NC MANAGED VPN ACCESS,100000
1210,2250,Up,80229378,1627,GONDAL MAT AS - 7080001064860 Nærbutikken Skøyen SKØYENVEIEN 51 0375 OSLO 0375 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1211,2251,Up,80229267,821,M M ØVREBØ AS - 7080001000585 Nærbutikken Bygstad LAUKELANDSVEGEN 90 6977 BYGSTAD 6977 BYGSTAD,SUNNFJORD,NC MANAGED VPN ACCESS,100000
1212,2252,Up,80229269,20383,NG SPAR ØST AS - 7080003905123 SPAR Halden RØDSVEIEN 74 1781 HALDEN 1781 HALDEN,HALDEN,NC MANAGED VPN ACCESS,100000
1213,2253,Up,80229098,4564,NG KIWI MIDT-NORGE AS - 7080001098452 Kiwi 105 Holmen VASSBYGDVEGEN 4 7503 STJØRDAL 7503 STJØRDAL,STJØRDAL,NC MANAGED VPN ACCESS,100000
1214,2254,Up,80229272,3110,NG MENY SØR AS - 7080000996834 MENY Grimstad BARK SILAS' VEI 7 4876 GRIMSTAD 4876 GRIMSTAD,GRIMSTAD,NC MANAGED VPN ACCESS,100000
1215,2255,Up,80229274,21143,NG KIWI INNLAND AS - 7080001196592 Kiwi 061 Råholt RÅHOLTGUTUA 2 2070 RÅHOLT 2070 RÅHOLT,EIDSVOLL,NC MANAGED VPN ACCESS,100000
1216,2257,Up,80229276,351,ROLLAND DAGLIGVARER AS - 7080000010882 Joker Sandviken GJEBLE PEDERSSØNS GATE 13 5034 BERGEN 5034 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
1217,2258,Up,80229289,2190,NG KIWI OSLO AKERSHUS AS - 7080001113438 Kiwi 533 Hosle GRANÅSEN 4 1362 HOSLE 1362 HOSLE,BÆRUM,NC MANAGED VPN ACCESS,100000
1218,2259,Up,80229342,3325,NG KIWI MIDT-NORGE AS - 7080001093358 Kiwi 101 Oppdal INGE KROKANNS VEG 21 7340 OPPDAL 7340 OPPDAL,OPPDAL,NC MANAGED VPN ACCESS,100000
1219,2260,Up,80229341,1700,STABEKK DAGLIGVARE AS - 7080001488451 Joker Stabekk PROFESSOR KOHTS VEI 84A 1368 STABEKK 1368 STABEKK,BÆRUM,NC MANAGED VPN ACCESS,100000
1220,2261,Up,80229339,5480,NG KIWI OSLO AKERSHUS AS - 7080001196691 Kiwi 547 Fjellbo FJELLBOVEIEN 1 2016 FROGNER 2016 FROGNER,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1221,2262,Up,80228651,375,EIVINDVIK MAT AS - 7080001153229 SPAR Eivindvik EIVINDVIKVEGEN 1100 5966 EIVINDVIK 5966 EIVINDVIK,GULEN,NC MANAGED VPN ACCESS,100000
1222,2263,Up,80229320,4499,LENTUS BUTIKKDRIFT AS - 7080001304737 Joker Klemetsrud ENEBAKKVEIEN 401 1279 OSLO 1279 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1223,2264,Up,80229321,4961,NG KIWI OSLO AKERSHUS AS - 7080001119676 Kiwi 372 Billingstad BILLINGSTADSLETTA 61 1396 BILLINGSTAD 1396 BILLINGSTAD,ASKER,NC MANAGED VPN ACCESS,100000
1224,2265,Up,80229312,17802,SØRBY HANDEL AS - 7080001394981 Nærbutikken Ekne EKNESVEGEN 96 7624 EKNE 7624 EKNE,LEVANGER,NC MANAGED VPN ACCESS,100000
1225,2266,Up,80229311,2188,NG SPAR ØST AS - 7080001266110 SPAR Kjelsås MYRERSKOGVEIEN 12 0495 OSLO 0495 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1226,2267,Up,80229310,23363,AKSKLO AS - 7080000031863 Kiwi 804 Øygarden HAUGETUNVEGEN 32 5337 RONG 5337 RONG,ØYGARDEN,NC MANAGED VPN ACCESS,100000
1227,2268,Up,80229308,4447,FJORDTORGET MAT AS - 7080001090708 EUROSPAR Ørsta HOLMEGATA 6 6153 ØRSTA 6153 ØRSTA,ØRSTA,NC MANAGED VPN ACCESS,100000
1228,2269,Up,80229309,213,STORGATA DAGLIGVARE TROMSØ AS - 7080001411305 Joker Storgata STORGATA 63 9008 TROMSØ 9008 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
1229,2270,Up,80229306,269,NG JOKER DRIFT AS - 7080001266080 Joker Ljan VON ØTKENS VEI 1 1169 OSLO 1169 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1230,2271,Up,80229305,1661,LENTUS BUTIKKDRIFT AS - 7080001262570 Joker Adamstuen ULLEVÅLSVEIEN 95B 0359 OSLO 0359 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1231,2272,Up,80229303,2338,OSLOFJORDMAT AS - 7080000781850 Kiwi 466 Fusdal FUSDAL TERRASSE 3 1387 ASKER 1387 ASKER,ASKER,NC MANAGED VPN ACCESS,100000
1232,2273,Up,80229302,182,NG MENY ØSTLANDET AS - 7080001085285 Jacobs Holtet EKEBERGVEIEN 145 1178 OSLO 1178 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1233,2274,Up,80229299,1994,NG KIWI OSLO AKERSHUS AS - 7080001102180 Kiwi 335 Prinsdal NEDRE PRINSDALS VEI 79 1263 OSLO 1263 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1234,2275,Down,80229290,1058,LENTUS BUTIKKDRIFT AS - 7080001162290 Joker Geitmyrsveien GEITMYRSVEIEN 54 0455 OSLO 0455 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1235,2276,Up,80229288,12222,NG SPAR ØST AS - 7080003483430 SPAR Råholt GLADBAKKGUTUA 3C 2070 RÅHOLT 2070 RÅHOLT,EIDSVOLL,NC MANAGED VPN ACCESS,100000
1236,2277,Up,80229354,762,SKOPPUM SUPERMARKED AS - 7080001096441 KIWI 441 Skoppum REIRVEIEN 5 3185 SKOPPUM 3185 SKOPPUM,HORTEN,NC MANAGED VPN ACCESS,100000
1237,2278,Up,80229350,6820,BABA AS - 7080000358915 Joker Kirkenes KIELLAND TORKILDSENS GATE 3A 9900 KIRKENES 9900 KIRKENES,SØR-VARANGER,NC MANAGED VPN ACCESS,100000
1238,2279,Up,80229345,298,NG SPAR ROMSDAL OG NORDMØRE AS - 7080001201302 SPAR Skåla KAPTEIN DREYERS VEG 2 6456 SKÅLA 6456 SKÅLA,MOLDE,NC MANAGED VPN ACCESS,100000
1239,2280,Down,80229325,20743,NG KIWI ØST AS - 7080001113360 Kiwi 378 Askim HAUGOMGATA 19 1811 ASKIM 1811 ASKIM,INDRE ØSTFOLD,NC MANAGED VPN ACCESS,100000
1240,2281,Up,80229331,622,A O KRAGSET EFTF ODDVIN KRAGSET - 7080000017218 Joker Åram HAKALLESTRANDA 443 6149 ÅRAM 6149 ÅRAM,VANYLVEN,NC MANAGED VPN ACCESS,100000
1241,2282,Up,80229324,4957,OSLOFJORDMAT AS - 7080001144364 Kiwi 484 Oppegård SÆTRESKOGVEIEN 4 1415 OPPEGÅRD 1415 OPPEGÅRD,NORDRE FOLLO,NC MANAGED VPN ACCESS,100000
1242,2283,Up,80229326,226,NG KIWI OSLO AKERSHUS AS - 7080001294700 Kiwi 330 Ytre Enebakk GJEVERSRUDVEIEN 1B 1914 YTRE ENEBAKK 1914 YTRE ENEBAKK,ENEBAKK,NC MANAGED VPN ACCESS,100000
1243,2284,Up,80229356,14302,TB DRIFT AS - 7080001384845 Joker Fosser FOSSERVEIEN 220 1963 FOSSER 1963 FOSSER,AURSKOG-HØLAND,NC MANAGED VPN ACCESS,100000
1244,2285,Up,80229336,11040,LENTUS BUTIKKDRIFT AS - 7080001298951 Joker Løkenåsen LØKENVEIEN 101A 1900 FETSUND 1900 FETSUND,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1245,2286,Up,80229284,93,AS BRØDR FJELDS EFTF - 7080000003518 MENY Kringsjå MINISTER DITLEFFS VEI 21B 0862 OSLO 0862 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1246,2287,Up,80229286,438,STORØYA HANDEL AS - 7080000012633 SPAR Storøya STORØYVEIEN 74 8300 SVOLVÆR 8300 SVOLVÆR,VÅGAN,NC MANAGED VPN ACCESS,100000
1247,2288,Up,80229282,11600,MSNG AS - 7080003465504 MENY Nordbyveien NORDBYVEIEN 41A 1406 SKI 1406 SKI,NORDRE FOLLO,NC MANAGED VPN ACCESS,100000
1248,2289,Up,80229358,1678,KIRKENÆR MAT AS - 7080001270162 SPAR Kirkenær BRUVEGEN 9 2260 KIRKENÆR 2260 KIRKENÆR,GRUE,NC MANAGED VPN ACCESS,100000
1249,2290,Up,80234429,23263,HEIANE DAGLIGVARE AS - 7080004055353 SPAR Heiane SVARTADALEN 4 5412 STORD 5412 STORD,STORD,NC MANAGED VPN ACCESS,100000
1250,2291,Up,80229361,464,MATHUSET TOPPEN AS - 7080001253493 SPAR Toppen GREGORIUS DAGSSONS GATE 50 3746 SKIEN 3746 SKIEN,SKIEN,NC MANAGED VPN ACCESS,100000
1251,2292,Up,80229075,2297,BYRKNES LANDHANDLERI AS - 7080000788538 Joker Byrknesøy SØRE GARDEN 4 5970 BYRKNESØY 5970 BYRKNESØY,GULEN,NC MANAGED VPN ACCESS,100000
1252,2293,Up,80229374,19823,LØDEMEL DAGLIGVARE AS - 7080003890467 Joker Sandane SØRSTRANDSVEGEN 9 6823 SANDANE 6823 SANDANE,GLOPPEN,NC MANAGED VPN ACCESS,100000
1253,2294,Up,80229380,3308,NG KIWI VESTFOLD TELEMARK AS - 7080001113193 Kiwi 360 Torggata Horten TORGGATA 9 3181 HORTEN 3181 HORTEN,HORTEN,NC MANAGED VPN ACCESS,100000
1254,2295,Up,80229376,2330,TOMAS KROSSØY INNEHAVER MARIT KROSSØY - 7080000867189 Nærbutikken Krossøy ANDVIKVEGEN 661A 5981 MASFJORDNES 5981 MASFJORDNES,MASFJORDEN,NC MANAGED VPN ACCESS,100000
1255,2296,Up,80229373,5030,NG KIWI ROMSDAL OG NORDMØRE AS - 7080001172527 Kiwi 897 Dale TVERRVEIEN 2 6518 KRISTIANSUND N 6518 KRISTIANSUND N,KRISTIANSUND,NC MANAGED VPN ACCESS,100000
1256,2297,Up,80229366,11020,LENTUS BUTIKKDRIFT AS - 7080001298623 Nærbutikken Bjølsen BERGENSGATA 9C 0468 OSLO 0468 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1257,2298,Up,80229033,2173,HH HANDEL AS - 7080001333973 Joker Hamnvik BYGDAVEIEN 26 9450 HAMNVIK 9450 HAMNVIK,IBESTAD,NC MANAGED VPN ACCESS,100000
1258,2299,Up,80229365,4832,STEINKJER DAGLIGVARE AS - 7080001380991 SPAR Sentrum Steinkjer KONGENS GATE 27 7713 STEINKJER 7713 STEINKJER,STEINKJER,NC MANAGED VPN ACCESS,100000
1259,2300,Up,80229363,21003,OSLOFJORDMAT AS - 7080003470515 Kiwi 471 Bislett THERESES GATE 30C 0168 OSLO 0168 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1260,2301,Up,80229379,18222,LENTUS BUTIKKDRIFT AS - 7080001400057 Joker Abildsø ENEBAKKVEIEN 208 0680 OSLO 0680 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1261,2302,Up,80229232,598,L HYLLANDS EFTF AS - 7080000016839 Joker Gudvangen NÆRØYDALEN 11 5747 GUDVANGEN 5747 GUDVANGEN,AURLAND,NC MANAGED VPN ACCESS,100000
1262,2303,Up,80229319,69,RAVNKOLLEN KOLONIAL AS - 7080001460433 Joker Ravnkollen RAVNKOLLBAKKEN 64 0971 OSLO 0971 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1263,2304,Up,80232207,627,STORÅS HANDEL NORDDAL AS - 7080001428129 Nærbutikken Norddal DALSSIDA 2 6214 NORDDAL 6214 NORDDAL,FJORD,NC MANAGED VPN ACCESS,100000
1264,2305,Up,80230549,17582,HALSA HANDEL AS - 7080001103354 SPAR Halsa FURØYVEIEN 6 8178 HALSA 8178 HALSA,MELØY,NC MANAGED VPN ACCESS,100000
1265,2306,Up,80229434,23283,NG KIWI OSLO AKERSHUS AS - 7080000935741 Kiwi 422 Frogner FROGNERVEIEN 9B 2016 FROGNER 2016 FROGNER,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1266,2307,Up,80229422,1279,STAVANG LANDHANDEL AS - 7080001263164 Nærbutikken Stavang Landha STAVANGVEGEN 8 6944 STAVANG 6944 STAVANG,KINN,NC MANAGED VPN ACCESS,100000
1267,2308,Up,80229405,4894,NG KIWI MIDT-NORGE AS - 7080001118617 Kiwi 107 Stormyra STORMYRVEIEN 2 8008 BODØ 8008 BODØ,BODØ,NC MANAGED VPN ACCESS,100000
1268,2309,Up,80229398,4475,NG KIWI MØRE AS - 7080001099947 Kiwi 906 Deknepollen NORDFJORDVEGEN 9248 6718 DEKNEPOLLEN 6718 DEKNEPOLLEN,KINN,NC MANAGED VPN ACCESS,100000
1269,2310,Up,80229397,200,KAPP MATSENTER AS - 7080000006366 Kiwi 207 Kapp MJØSVEGEN 513 2849 KAPP 2849 KAPP,ØSTRE TOTEN,NC MANAGED VPN ACCESS,100000
1270,2311,Up,80229396,59,TROMSDALEN MATHUS AS - 7080000998722 EUROSPAR Tromsdalen ANTON JAKOBSENS VEG 1 9020 TROMSDALEN 9020 TROMSDALEN,TROMSØ,NC MANAGED VPN ACCESS,100000
1271,2312,Up,80229394,112,GEILO HANDELSLAG SA - 7080003870148 SPAR Geilobrua SKURDALSVEGEN 26 3580 GEILO 3580 GEILO,HOL,NC MANAGED VPN ACCESS,100000
1272,2313,Up,80229390,15574,NG JOKER DRIFT AS - 7080001361921 Joker Borkenes BYGDEVEIEN 20 9475 BORKENES 9475 BORKENES,KVÆFJORD,NC MANAGED VPN ACCESS,100000
1273,2314,Up,80229387,5051,NG KIWI ØST AS - 7080001183271 Kiwi 549 Skjeberg RÅDHUSVEIEN 19 1739 BORGENHAUGEN 1739 BORGENHAUGEN,SARPSBORG,NC MANAGED VPN ACCESS,100000
1274,2315,Up,80228859,24543,NG KIWI AGDER AS - 7080000960651 Kiwi708Tvedestrand INDUSTRIVEIEN 9 4900 TVEDESTRAND 4900 TVEDESTRAND,TVEDESTRAND,NC MANAGED VPN ACCESS,100000
1275,2316,Up,80225387,nan,NG KIWI OSLO AKERSHUS AS - 7080001110727 KIWI STRØMMEN STØPERIVEIEN 10D 2010 STRØMMEN 2010 STRØMMEN,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1276,2317,Up,80226853,1757,NG KIWI BUSKERUD AS - 7080001113032 Kiwi 366 Austadveien AUSTADVEIEN 84 3034 DRAMMEN 3034 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,100000
1277,2318,Up,80231516,4904,NG KIWI ROMSDAL OG NORDMØRE AS - 7080001123802 Kiwi 894 Øran 27/600 6300 ÅNDALSNES 6300 ÅNDALSNES,RAUMA,NC MANAGED VPN ACCESS,100000
1278,2319,Up,80229035,2053,FEIOSBUI AS - 7080000590131 Nærbutikken Feios FEIOSVEGEN 332 6895 FEIOS 6895 FEIOS,VIK,NC MANAGED VPN ACCESS,100000
1279,2320,Up,80225902,822,NG KIWI VEST AS - 7080003338396 Kiwi 822 Husnes SENTRUMSVEGEN 41 5460 HUSNES 5460 HUSNES,KVINNHERAD,NC MANAGED VPN ACCESS,100000
1280,2321,Up,80228495,4365,OSLOFJORDMAT AS - 7080001067144 Kiwi 469 Schous Plass TRONDHEIMSVEIEN 15 0560 OSLO 0560 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1281,2322,Up,80229273,736,BERGSENG DRIFT AS - 7080000020010 Kiwi 231 Røyslimoen RØYSLIVEGEN 2 2611 LILLEHAMMER 2611 LILLEHAMMER,LILLEHAMMER,NC MANAGED VPN ACCESS,100000
1282,2323,Up,80230023,05005,OSLOFJORDMAT AS - 7080001164256 Kiwi 486 Bankvei BANKVEIEN 10A 1383 ASKER 1383 ASKER,ASKER,NC MANAGED VPN ACCESS,100000
1283,2324,Up,80230020,45,NG SPAR VEST AS - 7080001195786 SPAR Florø STRANDGATA 42 6905 FLORØ 6905 FLORØ,KINN,NC MANAGED VPN ACCESS,100000
1284,2325,Up,80229275,2143,NG KIWI INNLAND AS - 7080000642908 Kiwi 010 Dal SKINNSTUDUMPA 4B 2072 DAL 2072 DAL,EIDSVOLL,NC MANAGED VPN ACCESS,100000
1285,2326,Down,80229315,4609,NG KIWI OSLO AKERSHUS AS - 7080001103897 Kiwi 404 Nadderud GAMLE RINGERIKSVEI 61A 1357 BEKKESTUA 1357 BEKKESTUA,BÆRUM,NC MANAGED VPN ACCESS,100000
1286,2327,Up,80229401,19044,OSLOFJORDMAT AS - 7080001401412 Kiwi 278 Løren FRYDENBERGVEIEN 46A 0575 OSLO 0575 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1287,2328,Up,80230005,4559,NG KIWI OSLO AKERSHUS AS - 7080001097929 Kiwi 317 Hvalstad SMEDSVINGEN 4 1395 HVALSTAD 1395 HVALSTAD,ASKER,NC MANAGED VPN ACCESS,100000
1288,2329,Up,80230008,1081,FLEKKE NÆRBUTIKK AS - 7080000964604 Joker Flekke HAUGLANDSVEGEN 1 6968 FLEKKE 6968 FLEKKE,FJALER,NC MANAGED VPN ACCESS,100000
1289,2330,Up,80230012,13842,NG KIWI MIDT-NORGE AS - 7080003530578 Kiwi 132 Nardobakken NARDOBAKKEN 2 7032 TRONDHEIM 7032 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1290,2331,Up,80229388,709,NG KIWI INNLAND AS - 7080001317126 KIWI 071 Roverud ROVERUDGATA 30 2216 ROVERUD 2216 ROVERUD,KONGSVINGER,NC MANAGED VPN ACCESS,100000
1291,2332,Up,80230016,4880,SKJEVIK MATSENTER AS - 7080000909131 EUROSPAR Skjevik BAKLIVEGEN 1 6450 HJELSET 6450 HJELSET,MOLDE,NC MANAGED VPN ACCESS,100000
1292,2333,Up,80230032,1195,OSLO MAT AS - 7080001063870 Joker Ankertorget -Oslo STORGATA 97 0182 OSLO 0182 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1293,2334,Up,80230031,1642,FINSTAD MAT AS - 7080000384099 Kiwi 472 Finstad GAMLEVEIEN 34 1406 SKI 1406 SKI,NORDRE FOLLO,NC MANAGED VPN ACCESS,100000
1294,2335,Up,80229164,2236,HISØY MAT AS - 7080000978762 Joker Hisøy KIRKEVEIEN 57 4817 HIS 4817 HIS,ARENDAL,NC MANAGED VPN ACCESS,100000
1295,2336,Up,80230034,4444,NG KIWI MØRE AS - 7080001371166 Kiwi 921 Vestnes SJØGATA 2 6390 VESTNES 6390 VESTNES,VESTNES,NC MANAGED VPN ACCESS,100000
1296,2337,Up,80228844,2166,TOFTE MAT AS - 7080001110956 Kiwi 519 Tofte ØSTRE STRANDVEI 40 3482 TOFTE 3482 TOFTE,ASKER,NC MANAGED VPN ACCESS,100000
1297,2338,Up,80230042,5360,SANDVIKEN DAGLIGVARE AS - 7080000912872 Nærbutikken Sandviken EKREGATEN 15 5036 BERGEN 5036 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
1298,2339,Up,80230039,1034,JØLSTRAHOLMEN SENTER AS - 7080000030231 SPAR Jølstraholmen JØLSTRAVEGEN 705 6847 VASSENDEN 6847 VASSENDEN,SUNNFJORD,NC MANAGED VPN ACCESS,100000
1299,2340,Up,80230036,1320,SØVIK MATHUS AS - 7080001183028 SPAR Søvik HAMNSUNDVEGEN 242 6280 SØVIK 6280 SØVIK,ÅLESUND,NC MANAGED VPN ACCESS,100000
1300,2341,Up,80227641,1175,BAMBLE SUPER'N A/S - 7080001096465 Joker Brevik STORGATA 15 3950 BREVIK 3950 BREVIK,PORSGRUNN,NC MANAGED VPN ACCESS,100000
1301,2342,Up,80230045,4637,NG KIWI OSLO AKERSHUS AS - 7080001394530 Kiwi 290 Hovinveien HOVINVEIEN 45 0576 OSLO 0576 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1302,2343,Up,80230037,8560,NG KIWI BUSKERUD AS - 7080003330994 Kiwi 571 Åmot Sentrum STÅLFJÆRA 1 3340 ÅMOT 3340 ÅMOT,MODUM,NC MANAGED VPN ACCESS,100000
1303,2344,Up,80230054,6,ATRÅ HANDEL AS - 7080001412913 SPAR Atrå ATRÅVEGEN 386 3656 ATRÅ 3656 ATRÅ,TINN,NC MANAGED VPN ACCESS,100000
